year,dispnum,incidnum,midloc2_location,midloc2_measuringpoint,midloc2_xlongitude,midloc2_ylatitude,midloc2_precision,onset,midloc2_howobtained,midloc2_precision_comment,midloc2_general_comment,priogrid_cell,midloc11_location,midloc11_midlocmeasuringpoint,midloc11_latitude,midloc11_longitude,midloc11_precision
1999,4137,4137094,Albania-Macedonia Border and Macedonia-Yugoslavia Border,"Intersection of Albania, Macedonia, and Yugoslavia borders",20.5896,41.8822,5,0,ArcGIS and cShapes,Point along a line,,69479,YUG-MAC and YUG-ALB borders,belanovce,42.2167,21.55,4
1999,4137,4137095,Albania-Macedonia Border and Macedonia-Yugoslavia Border,"Intersection of Albania, Macedonia, and Yugoslavia borders",20.5896,41.8822,5,0,ArcGIS and cShapes,Point along a line,,69479,YUG-MAC and YUG-ALB borders,zogaj,42.2833,20.3,4
1999,4137,4137096,Albania-Macedonia Border and Macedonia-Yugoslavia Border,"Intersection of Albania, Macedonia, and Yugoslavia borders",20.5896,41.8822,5,0,ArcGIS and cShapes,Point along a line,,69479,YUG-MAC and YUG-ALB borders,zogaj,42.2833,20.3,4
1999,4137,4137097,Albania-Macedonia Border and Macedonia-Yugoslavia Border,"Intersection of Albania, Macedonia, and Yugoslavia borders",20.5896,41.8822,5,0,ArcGIS and cShapes,Point along a line,,69479,YUG-MAC and YUG-ALB borders,belanovce,42.2167,21.55,4
1999,4137,4137098,Albania (Kukes [ADM1]),Centroid of ADM1,20.24,42.1946,4,0,ArcGIS and GADM,ADM1,Dual event; Both in same ADM1,68758,"Morina and Kukes, ALB",Morina,42.1333,20.5167,1
1999,4137,4137099,"Zherke, Albania","Zherke, Albania",20.2269,42.3183,1,0,Geonames.org and latlong.net,Precise location text,,68758,"Zherke, Tropoje, ALB",Zherke,42.3167,20.2167,1
1999,4137,4137100,Albania (Northwest [> ADM1]),Centroid of > ADM1,19.743,41.9772,5,0,ArcGIS and GADM,> ADM1,,69477,Northwest ALB,lezhe,41.7833,19.65,3
1999,4137,4137101,Unspecified,,,,-99,0,,Location unclear or unspecified,,,.,,,,7
1999,4138,4138001,"Ranong, Thailand","Ranong, Thailand",98.6085,9.95287,2,1,latlong.net,Near,,115395,"Off the west coast of Thailand, near the coastal city of Ranong.",Ranong,9.96667,98.6333,4
1999,4140,4140001,Honduras-Nicaragua Border,Midpoint of shared (national) border,-85.4934,14.082,5,1,ArcGIS and cShapes,Point along a line,,109267,Along the NIC-HON border.,Guasaule,13.3167,-86.9833,4
1999,4140,4140002,Honduras (El Paraiso [ADM1] and Choluteca [ADM1])-Nicaragua Border,Midpoint of shared (subnational) border,-86.5614,13.8005,5,0,ArcGIS and GADM,Point along a line,,109984,"In NIC territory along the HON border, near the HON towns of Trojes, Guasaule, a",las manos,13.8,-86.5667,4
1999,4140,4140003,"Guasaule, Nicaragua","Guasaule, Nicaragua",-86.9511,13.0625,2,0,latlong.net,Near,,110704,"Along the HON border with NIC, near the town of Guasaule.",Guasaule,13.3167,-86.9833,4
1999,4155,4155001,Gulf of Paria,Gulf of Paria,-62.3565,10.1576,4,1,latlong.net,Gulf,,114993,In the waters off the coast of TRI in the Gulf of Paria,gulf of paria,10.35,-62.1667,4
1999,4161,4161001,Afghanistan (Farah [ADM1] and Nimruz [ADM1]),Centroid of > ADM1,62.3066,31.7888,5,1,ArcGIS and GADM,> ADM1,,83802,In Afghanistan's Farah and Niroz provinces,farah,33,62.5,3
1999,4175,4175004,Armenia-Azerbaijan Border,Midpoint of shared (national) border,45.7991,40.0218,5,0,ArcGIS and cShapes,Point along a line,,71529,"Muskavoy, Gazakh district, and Alibayli District, AZE",alibayli,39.15,46.7333,3
1999,4175,4175005,"Nakhchivan, Nakhchivan, Azerbaijan","Nakhchivan, Nakhchivan, Azerbaijan",45.4082,39.2009,2,0,latlong.net,Near,,72968,ARM-AZE border near Nakhchivan.,sadarak,39.7,44.8667,4
1999,4175,4175006,Armenia (Tavush [ADM1]),Centroid of ADM1,45.1297,40.91,4,0,ArcGIS and GADM,ADM1,,70808,"Kolagir, Tavush region, ARM",tavush,40.9167,45.1667,3
1999,4175,4175007,Azerbaijan (Ganja-Qazakh [ADM1]),Centroid of ADM1,46.0028,40.813,4,0,ArcGIS and GADM,ADM1,,70810,"Gazakh Province, AZE",alibayli,39.15,46.7333,3
1999,4175,4175008,Azerbaijan (Nagorno-Karabakh [> ADM1]),Centroid of > ADM1,46.7669,39.9003,5,0,ArcGIS and GADM,> ADM1,,72251,"Northern Karabakh and Terter and Kehnagishlag regions, AZE",karabakhskaye Nagor'ye,39.8,46.0167,3
1999,4175,4175009,"Ayaq Q?rv?nd, Azerbaijan","Ayaq Q?rv?nd, Azerbaijan",47.0706,40.1659,1,0,latlong.net,Precise location text,,71532,"Ayag Garvand, Agdam District, AZE, bordering Karabakh",ayag karvend,40.1333,47.05,3
1999,4175,4175010,Azerbaijan (Tartar [ADM2]),Centroid of ADM2,46.7859,40.2678,3,0,ArcGIS and GADM,ADM2,,71531,ARM and AZE border near the Terter region.,terter,40.3333,47,4
1999,4175,4175011,"Sadarak, Azerbaijan","Sadarak, Azerbaijan",44.8864,39.7105,1,0,latlong.net,Precise location text,,72247,"Sadrak, AZE",sadarak,39.7,44.8667,1
1999,4175,4175012,Armenia (Gegharkunik [ADM1] and Tavush [ADM1]),Centroid of > ADM1,45.2722,40.5065,5,0,ArcGIS and GADM,> ADM1,,70808,"Idzhevan and Gegharkunik regions, northwest ARM",idzhevan,40.8667,45.1333,1
1999,4175,4175013,"Chambarak, Armenia","Chambarak, Armenia",45.3529,40.5991,1,0,latlong.net,Precise location text,,70808,"Krasnoselsk, ARM",krasnoselsk,40.5833,45.3333,1
1999,4175,4175014,"Sadarak, Azerbaijan","Sadarak, Azerbaijan",44.8864,39.7105,1,0,latlong.net,Precise location text,,72247,"Sadar, Nahkchivan Republic, AZE",sadarak,39.7,44.8667,1
1999,4175,4175015,"Armash, Armenia","Armash, Armenia",44.8088,39.7662,2,0,latlong.net,Near,,72247,ARM-AZE border near Ujubis Armash.,alibayli,39.15,46.7333,4
1999,4175,4175016,"Chambarak, Armenia","Chambarak, Armenia",45.3529,40.5991,1,0,latlong.net,Precise location text,,70808,"Krasnoselsk, ARM",krasnoselsk,40.5833,45.3333,1
1999,4177,4177001,Kyrgyzstan (Kadamjay [ADM2]),Centroid of ADM2,71.7608,39.9876,3,1,ArcGIS and GADM,ADM2,,72221,In the settlement of Okchu in the Kadamzhay district of Kyrgyzstan,kadamzhayskiy,40,71.5833,3
1999,4179,4179001,Tajikistan (Tajikistan Territories [ADM1]),Centroid of ADM1,70.1647,38.8778,4,1,ArcGIS and GADM,ADM1,Dual event,73658,In the Garmsk and Jirgatal regions of Tajikistan,garmskiy,39.25,70.3333,1
1999,4179,4179002,Tajikistan (Tadzhikistan Territories [ADM1]),Centroid of ADM1,70.1647,38.8778,4,0,ArcGIS and GADM,ADM1,,73658,In the Dzhirgatal and Tajikibad regions of Afghanistan,dzhirgatal,41.1,73.2167,3
1999,4180,4180001,Senkaku Islands,Senkaku Islands,123.583,25.8333,3,1,latlong.net,Island,,92245,In waters 70 miles north of the Senkaku Islands,senkaku,25.75,123.533,2
1999,4180,4180002,Senkaku Islands,Senkaku Islands,123.583,25.8333,3,0,latlong.net,Island,,92245,In the East China Sea near the Senkaku Islands (260 km north of Uotsurishima Isl,senkaku,25.75,123.533,5
1999,4182,4182355,Unspecified,,,,-99,0,,Location unclear or unspecified,,,NA,,,,7
1999,4182,4182356,Unspecified,,,,-99,0,,Location unclear or unspecified,,,NA,,,,7
1999,4182,4182357,Lebanon (Southern [> ADM1]),Centroid of > ADM1,35.6425,33.6156,5,0,ArcGIS and GADM,> ADM1,,80949,southern Lebanon,sur,33.2667,35.2,3
1999,4182,4182358,"Arnoun, Lebanon","Arnoun, Lebanon",35.5259,33.3315,1,0,latlong.net,Precise location text,,81669,Arnoun- southern Lebanon,arnoun,33.3167,35.5167,1
1999,4182,4182359,"Mansouri, Lebanon","Mansouri, Lebanon",35.2064,33.1785,2,0,latlong.net,Near,,81668,off the coast of Mansouri,mansuri,33.1833,35.1833,2
1999,4182,4182360,"Arnoun, Lebanon","Arnoun, Lebanon",35.5259,33.3315,1,0,latlong.net,Precise location text,,81669,Arnoun - southern Lebanon,arnoun,33.3167,35.5167,1
1999,4182,4182361,Lebanon (Southern [> ADM1]),Centroid of > ADM1,35.6425,33.6156,5,0,ArcGIS and GADM,> ADM1,,80949,southern Lebanon,sur,33.2667,35.2,3
1999,4182,4182362,Lebanon,Centroid of ADM0,35.888,33.9203,6,0,ArcGIS and cShapes,State,Dual event; ADM1s not contiguous,80949,Beirut and eastern city of Baalbek,beirut,33.8667,35.5,1
1999,4182,4182363,Unspecified,,,,-99,0,,Location unclear or unspecified,,,NA,,,,7
1999,4182,4182364,"Baraachit, Lebanon","Baraachit, Lebanon",35.444,33.1753,1,0,latlong.net,Precise location text,,81668,Baarchiite- east of Tyre,baraachit,33.1667,35.4333,1
1999,4182,4182365,Lebanon (Nabatieh [ADM1]),Centroid of ADM1,35.5162,33.2967,4,0,ArcGIS and GADM,ADM1,Dual event; Both in same ADM1,81669,Baraachit & kfar-Tibnite,baraachit,33.1667,35.4333,1
1999,4182,4182366,"Arab Salim, Lebanon","Arab Salim, Lebanon",35.5164,33.429,1,0,latlong.net,Precise location text,,81669,Arab Salim,arab sahim,33.4167,35.5167,1
1999,4188,4188001,"Dambala Fulchana, Kenya","Dambala Fulchana, Kenya",38.7467,3.50583,1,1,Geonames.org and latlong.net,Precise location text,,124155,"Dabala Fuchana, in Moyale District, northern Kenya.",moyale,3.5,39.0667,3
1999,4200,4200001,Yemen Territorial Waters (Red Sea),Centroid of territorial waters,42.2893,15.0674,3,1,ArcGIS and Marine Regions,Territorial waters,,107602,"Red Sea, YEM claims in its territorial waters.",red sea,19,39.5,5
1999,4201,4201001,Afghanistan-Tajikistan (Khatlon [ADM1]) Border,Midpoint of shared (subnational) border,69.3502,37.1509,5,1,ArcGIS and GADM,Point along a line,Dual event,75816,"Pyandzh and Moskovsky sectors, TAJ-AFG border",pyandzh,37.2333,69.45,1
1999,4206,4206009,Iraq (Northern NFZ [> ADM1]),Centroid of Northern NFZ,43.376,36.5531,5,0,ArcGIS and ESRI,> ADM1,,76644,northern Iraq,mosul,36.3333,43.1167,3
1999,4208,4208001,Iraq (Northern NFZ [> ADM1]),Centroid of Northern NFZ,43.376,36.5531,5,1,ArcGIS and ESRI,> ADM1,,76644,northern Iraq,mosul,36.3333,43.1167,3
1999,4212,4212001,"Shatili, Georgia","Shatili, Georgia",45.1546,42.6581,2,1,latlong.net,Near,,67928,"Near Shatili, GRG",shatili,42.65,45.15,2
1999,4215,4215001,Iraq-Kuwait Border,Midpoint of shared (national) border,47.0836,29.8809,5,1,ArcGIS and cShapes,Point along a line,,86652,NA,umm qasr,30.0167,47.9333,4
1999,4223,4223001,Siachen Glacier,Siachen Glacier,77.0439,35.4639,5,1,latlong.net,> ADM1,,78712,"Siachen Glacier, Kashmir.",siachen glacier,35.1833,77.2,3
1999,4223,4223002,"Kori Creek, India","Kori Creek, India",68.6082,23.7743,2,0,latlong.net,Near,,95255,"Rann of Kutch, near western Kori creek, India.",rann of kutch,24.0833,70.1667,3
1999,4223,4223003,Rann of Kutch,Rann of Kutch,70.1456,24.0454,2,0,latlong.net,Marsh,,94538,"Rann of Kutch, India.",rann of kutch,24.0833,70.1667,3
1999,4223,4223004,Unspecified,,,,-99,0,,Location unclear or unspecified,,,NA,,,,7
1999,4225,4225001,Japan Territorial Waters,Point nearest Sea of Japan,136.677,37.9279,5,1,"ArcGIS, latlong.net, and Marine Regions",Point along a line,,74991,In Japanese waters in the Sea of Japan,sea of japan,43.5,135.75,5
1999,4225,4225002,Japan Territorial Waters,Point nearest Sea of Japan,136.677,37.9279,5,0,"ArcGIS, latlong.net, and Marine Regions",Point along a line,,74991,In Japanese waters in the Sea of Japan,sea of japan,43.5,135.75,5
1999,4225,4225003,Sea of Japan,Sea of Japan,135,38.8488,5,0,latlong.net,Sea,,73548,In the airspace over the Sea of Japan,sea of japan,43.5,135.75,5
1999,4248,4248006,Sudan-Uganda Border,Midpoint of shared (national) border,32.314,3.68445,5,0,ArcGIS and cShapes,Point along a line,,124142,Along the border of Sudan and Uganda.,kitgum,3.5,33,4
1999,4252,4252001,"Kisangani, DRC","Kisangani, DRC",25.2008,0.51853,1,1,latlong.net,Precise location text,,128448,The city of Kisangani in the Democratic Republic of the Congo (DRC).,kisangani,0.5,25.2,1
1999,4256,4256001,Liberia-Sierra Leone Border,Midpoint of shared (national) border,-10.7514,7.66489,5,1,ArcGIS and cShapes,Point along a line,,118456,Liberia-Sierra Leonean border area,liberia falls,7.75,-10.65,4
1999,4256,4256002,Unspecified,,,,-99,0,,Location unclear or unspecified,,,NA,,,,7
1999,4260,4260001,Guyana-Venezuela Border,Midpoint of shared (national) border,-60.4302,6.93136,5,1,ArcGIS and cShapes,Point along a line,,120037,Along GUY-VEN border.,el volcan,6.73333,-60.9667,4
1999,4260,4260002,Guyana-Venezuela Border,Midpoint of shared (national) border,-60.4302,6.93136,5,0,ArcGIS and cShapes,Point along a line,,120037,"GUY's northwestern border with VEN, near a military outpost near Etetringbang.",el volcan,6.73333,-60.9667,3
1999,4260,4260003,Guyana-Venezuela Border,Midpoint of shared (national) border,-60.4302,6.93136,5,0,ArcGIS and cShapes,Point along a line,,120037,Along the GUY border with VEN.,el volcan,6.73333,-60.9667,4
1999,4273,4273035,Iraq (Southern NFZ [> ADM1]),Centroid of Southern NFZ,44.3526,31.4334,5,0,ArcGIS and ESRI,> ADM1,,84486,"Southern No Fly Zone, Iraq.",basra,30.4833,47.8167,3
1999,4273,4273036,Iraq (Southern NFZ [> ADM1]),Centroid of Southern NFZ,44.3526,31.4334,5,0,ArcGIS and ESRI,> ADM1,,84486,Southern no fly zone in IRQ.,basra,30.4833,47.8167,3
1999,4273,4273037,"Mosul, Iraq","Mosul, Iraq",43.164,36.3566,2,0,latlong.net,Near,,77364,"Northern No Fly Zone, north of Mosul, Iraq.",mosul,36.3333,43.1167,3
1999,4273,4273038,"Tallil, Iraq","Tallil, Iraq",46.1396,30.9519,2,0,latlong.net,Near,,85210,"Southern No Fly Zone, near Tallil, Iraq.",basra,30.4833,47.8167,3
1999,4273,4273039,Iraq,Centroid of ADM0,43.7721,33.048,6,0,ArcGIS and cShapes,State,Dual event,81605,Northern & Southern no-fly zones in IRQ. Location type: former colony.,basra,30.4833,47.8167,3
1999,4273,4273040,Iraq (Southern NFZ [> ADM1]),Centroid of Southern NFZ,44.3526,31.4334,5,0,ArcGIS and ESRI,> ADM1,,84486,Southern no fly zone.,basra,30.4833,47.8167,3
1999,4273,4273041,Iraq (Northern NFZ [> ADM1]),Centroid of Northern NFZ,43.376,36.5531,5,0,ArcGIS and ESRI,> ADM1,,76644,northern no fly zone - Iraq,mosul,36.3333,43.1167,3
1999,4273,4273042,"Mosul, Iraq","Mosul, Iraq",43.164,36.3566,2,0,latlong.net,Near,,77364,"Northern No Fly Zone, Near Mosul, Iraq.",mosul,36.3333,43.1167,3
1999,4273,4273043,"Mosul, Iraq","Mosul, Iraq",43.164,36.3566,2,0,latlong.net,Near,,77364,"northern no fly zone, near Mossul, IRQ",mosul,36.3333,43.1167,3
1999,4273,4273044,"Basra, Iraq","Basra, Iraq",47.7835,30.5081,2,0,latlong.net,Near,,85213,"southern NFZ, near Basra, IRQ",basra,30.4833,47.8167,2
1999,4273,4273045,Iraq (Southern NFZ [> ADM1]),Centroid of Southern NFZ,44.3526,31.4334,5,0,ArcGIS and ESRI,> ADM1,,84486,"Southern No Fly Zone, Iraq.",basra,30.4833,47.8167,3
1999,4273,4273046,"Mosul, Iraq","Mosul, Iraq",43.164,36.3566,2,0,latlong.net,Near,,77364,"Northern No Fly Zone, near Mosul, Iraq.",mosul,36.3333,43.1167,3
1999,4273,4273047,Iraq (Northern NFZ [> ADM1]),Centroid of Northern NFZ,43.376,36.5531,5,0,ArcGIS and ESRI,> ADM1,,76644,"Northern No Fly Zone, Iraq.",mosul,36.3333,43.1167,3
1999,4273,4273048,Iraq (Northern NFZ [> ADM1]),Centroid of Northern NFZ,43.376,36.5531,5,0,ArcGIS and ESRI,> ADM1,,76644,"Northern No Fly Zone, Iraq",mosul,36.3333,43.1167,3
1999,4273,4273049,"Mosul, Iraq","Mosul, Iraq",43.164,36.3566,2,0,latlong.net,Near,,77364,"Northern No Fly Zone, north of Mosul, Iraq.",mosul,36.3333,43.1167,3
1999,4273,4273050,"Mosul, Iraq","Mosul, Iraq",43.164,36.3566,2,0,latlong.net,Near,,77364,"Northern no fly zone, north of Mosul, Iraq.",mosul,36.3333,43.1167,3
1999,4273,4273051,Iraq (Southern NFZ [> ADM1]),Centroid of Southern NFZ,44.3526,31.4334,5,0,ArcGIS and ESRI,> ADM1,,84486,"Southern No Fly Zone, Iraq.",basra,30.4833,47.8167,3
1999,4273,4273052,Iraq (Northern NFZ [> ADM1]),Centroid of Northern NFZ,43.376,36.5531,5,0,ArcGIS and ESRI,> ADM1,,76644,"northern NFZ, Iraq.",mosul,36.3333,43.1167,3
1999,4273,4273053,Iraq (Northern NFZ [> ADM1]),Centroid of Northern NFZ,43.376,36.5531,5,0,ArcGIS and ESRI,> ADM1,,76644,"Northern No Fly Zone, Iraq.",mosul,36.3333,43.1167,3
1999,4273,4273054,Iraq (Southern NFZ [> ADM1]),Centroid of Southern NFZ,44.3526,31.4334,5,0,ArcGIS and ESRI,> ADM1,,84486,"Southern NFZ, Iraq.",basra,30.4833,47.8167,3
1999,4273,4273055,Iraq (Southern NFZ [> ADM1]),Centroid of Southern NFZ,44.3526,31.4334,5,0,ArcGIS and ESRI,> ADM1,,84486,"Southern NFZ, IRQ.",basra,30.4833,47.8167,3
1999,4273,4273056,Iraq (Northern NFZ [> ADM1]),Centroid of Northern NFZ,43.376,36.5531,5,0,ArcGIS and ESRI,> ADM1,,76644,"Northern No Fly Zone, Iraq.",mosul,36.3333,43.1167,3
1999,4273,4273057,Iraq (Northern NFZ [> ADM1]),Centroid of Northern NFZ,43.376,36.5531,5,0,ArcGIS and ESRI,> ADM1,,76644,"Northern NFZ, IRQ.",mosul,36.3333,43.1167,3
1999,4273,4273058,Iraq (Southern NFZ [> ADM1]),Centroid of Southern NFZ,44.3526,31.4334,5,0,ArcGIS and ESRI,> ADM1,,84486,"Southern No Fly Zone, Iraq.",basra,30.4833,47.8167,3
1999,4273,4273060,Iraq (Southern NFZ [> ADM1]),Centroid of Southern NFZ,44.3526,31.4334,5,0,ArcGIS and ESRI,> ADM1,,84486,"Southern No Fly Zone, Iraq.",basra,30.4833,47.8167,3
1999,4273,4273062,"Incirlik, Turkey","Incirlik, Turkey",41.5173,37.9271,1,0,latlong.net,Precise location text,,75201,"IRQ, Airbase at Incirlik, TUR. Location type: former colony.",incirlik,37.9167,41.5167,1
1999,4273,4273063,"Incirlik, Turkey","Incirlik, Turkey",41.5173,37.9271,1,0,latlong.net,Precise location text,,75201,"IRQ. Airbase at Incirlik, TUR. Location type: former colony.",incirlik,37.9167,41.5167,1
1999,4273,4273064,Iraq (Southern NFZ [> ADM1]),Centroid of Southern NFZ,44.3526,31.4334,5,0,ArcGIS and ESRI,> ADM1,,84486,"Southern NFZ, IRQ.",basra,30.4833,47.8167,3
1999,4273,4273065,Iraq (Southern NFZ [> ADM1]),Centroid of Southern NFZ,44.3526,31.4334,5,0,ArcGIS and ESRI,> ADM1,,84486,"Southern No Fly Zone, Iraq.",basra,30.4833,47.8167,3
1999,4273,4273066,Iraq (Northern NFZ [> ADM1]),Centroid of Northern NFZ,43.376,36.5531,5,0,ArcGIS and ESRI,> ADM1,,76644,"Northern NFZ, IRQ.",mosul,36.3333,43.1167,3
1999,4273,4273067,Iraq (Northern NFZ [> ADM1]),Centroid of Northern NFZ,43.376,36.5531,5,0,ArcGIS and ESRI,> ADM1,,76644,"Northern NFZ, IRQ.",mosul,36.3333,43.1167,3
1999,4273,4273068,Iraq (Northern NFZ [> ADM1]),Centroid of Northern NFZ,43.376,36.5531,5,0,ArcGIS and ESRI,> ADM1,,76644,"Northern No Fly Zone, Iraq.",mosul,36.3333,43.1167,3
1999,4273,4273069,Iraq (Southern NFZ [> ADM1]),Centroid of Southern NFZ,44.3526,31.4334,5,0,ArcGIS and ESRI,> ADM1,,84486,"Southern NFZ, IRQ.",basra,30.4833,47.8167,3
1999,4273,4273070,Iraq (Northern NFZ [> ADM1]),Centroid of Northern NFZ,43.376,36.5531,5,0,ArcGIS and ESRI,> ADM1,,76644,"Northern NFZ, Iraq.",mosul,36.3333,43.1167,3
1999,4273,4273071,Iraq (Northern NFZ [> ADM1]),Centroid of Northern NFZ,43.376,36.5531,5,0,ArcGIS and ESRI,> ADM1,,76644,"Northern NFZ, Iraq.",mosul,36.3333,43.1167,3
1999,4273,4273072,Iraq (Southern NFZ [> ADM1]),Centroid of Southern NFZ,44.3526,31.4334,5,0,ArcGIS and ESRI,> ADM1,,84486,"Southern No Fly Zone, Iraq.",basra,30.4833,47.8167,3
1999,4273,4273073,Iraq (Southern NFZ [> ADM1]),Centroid of Southern NFZ,44.3526,31.4334,5,0,ArcGIS and ESRI,> ADM1,,84486,"Southern No Fly Zone, Iraq.",basra,30.4833,47.8167,3
1999,4273,4273074,Iraq (Southern NFZ [> ADM1]),Centroid of Southern NFZ,44.3526,31.4334,5,0,ArcGIS and ESRI,> ADM1,,84486,"Southern No Fly Zone, Iraq.",basra,30.4833,47.8167,3
1999,4273,4273075,Iraq,Centroid of ADM0,43.7721,33.048,6,0,ArcGIS and cShapes,State,,81605,IRQ IRQ is a former colony of UKG only. Location type: former colony.,iraq,33,44,5
1999,4273,4273076,Iraq (Northern NFZ [> ADM1]),Centroid of Northern NFZ,43.376,36.5531,5,0,ArcGIS and ESRI,> ADM1,,76644,"Northern No Fly Zone, Iraq.",mosul,36.3333,43.1167,3
1999,4273,4273077,Iraq (Northern NFZ [> ADM1]),Centroid of Northern NFZ,43.376,36.5531,5,0,ArcGIS and ESRI,> ADM1,,76644,"Northern No Fly Zone, Iraq.",mosul,36.3333,43.1167,3
1999,4273,4273078,Iraq (Northern NFZ [> ADM1]),Centroid of Northern NFZ,43.376,36.5531,5,0,ArcGIS and ESRI,> ADM1,,76644,"Northern No Fly Zone, Iraq.",mosul,36.3333,43.1167,3
1999,4273,4273079,Iraq (Northern NFZ [> ADM1]),Centroid of Northern NFZ,43.376,36.5531,5,0,ArcGIS and ESRI,> ADM1,,76644,"Northern No Fly Zone, Iraq.",mosul,36.3333,43.1167,3
1999,4273,4273080,Iraq (Nineveh [ADM1]),Centroid of ADM1,42.4657,35.9929,4,0,ArcGIS and GADM,ADM1,,78082,"Northern No Fly Zone, Iraq. Perhaps in the Nineveh Province.",nineveh,36.3667,43.15,3
1999,4273,4273081,Iraq (Northern NFZ [> ADM1]),Centroid of Northern NFZ,43.376,36.5531,2,0,ArcGIS and ESRI,Near,,76644,"Northern No Fly Zone, East and North of Mosul, Iraq.",mosul,36.3333,43.1167,3
1999,4273,4273082,"As Samawah, Iraq","As Samawah, Iraq",31.3188,45.2806,1,0,latlong.net,Precise location text,,64380,"As Samawah, Iraq. Southern No Fly Zone.",as samawah,31.3,45.2667,1
1999,4273,4273083,Iraq (Muthanna [ADM1] and Najaf [ADM1]),Centroid of > ADM1,44.7735,30.477,5,0,ArcGIS and GADM,> ADM1,Dual event; Contiguous ADM1s,85927,"Southern No Fly Zone. Near Abu Sukhayr and Al Khidar, Iraq.",basra,30.4833,47.8167,2
1999,4273,4273084,Iraq (Northern NFZ [> ADM1]),Centroid of Northern NFZ,43.376,36.5531,5,0,ArcGIS and ESRI,> ADM1,,76644,"Various locations in the Northern No Fly Zone, Iraq.",mosul,36.3333,43.1167,3
1999,4273,4273085,Iraq (Southern NFZ [> ADM1]),Centroid of Southern NFZ,44.3526,31.4334,5,0,ArcGIS and ESRI,> ADM1,,84486,"Southern No Fly Zone, Iraq.",basra,30.4833,47.8167,3
1999,4273,4273086,"Saddam Dam, Iraq","Saddam Dam, Iraq",42.8231,36.6303,2,0,latlong.net,Near,,76643,"Northern No Fly Zone, Iraq. Near Saddam Dam.",saddam,36.7667,42.7167,3
1999,4273,4273087,"Mosul, Iraq","Mosul, Iraq",43.164,36.3566,2,0,latlong.net,Near,,77364,"Northern No Fly Zone, Iraq. Near Mosul.",mosul,36.3333,43.1167,3
1999,4273,4273088,"Mosul, Iraq","Mosul, Iraq",43.164,36.3566,2,0,latlong.net,Near,,77364,"Northern No Fly Zone, Iraq. West of Mosul.",mosul,36.3333,43.1167,3
1999,4273,4273089,"Mosul, Iraq","Mosul, Iraq",43.164,36.3566,2,0,latlong.net,Near,,77364,"Northern No Fly Zone, Iraq. Near Mosul.",mosul,36.3333,43.1167,3
1999,4273,4273090,Iraq (Southern NFZ [> ADM1]),Centroid of Southern NFZ,44.3526,31.4334,5,0,ArcGIS and ESRI,> ADM1,,84486,Southern No Fly Zone. Iraq,basra,30.4833,47.8167,3
1999,4273,4273091,"El Alamein, Egypt","El Alamein, Egypt",28.9543,30.8225,2,0,latlong.net,Near,,85255,"Near El Alamein, Egypt.",el alamein,30.8167,28.95,2
1999,4273,4273092,"An Najaf, Iraq","An Najaf, Iraq",44.3331,32.0274,2,0,latlong.net,Near,,83046,"Southern No Fly Zone. Near An Najaf, Iraq.",an najaf,31.9833,44.35,2
1999,4273,4273093,Iraq,Centroid of ADM0,43.7721,33.048,6,0,ArcGIS and cShapes,State,Dual event; ADM1s not contiguous,81605,"Samawa, Kut, Amara IRQ. Location type: several locations.",samawah,31.3,45.2667,1
1999,4273,4273094,Iraq (Northern NFZ [> ADM1]),Centroid of Northern NFZ,43.376,36.5531,5,0,ArcGIS and ESRI,> ADM1,,76644,"No Fly Zone, Northern Iraq.",mosul,36.3333,43.1167,3
1999,4273,4273095,"Iraq (Arbil [ADM1], Dahuk [ADM1], and Ninawa [ADM1])",Centroid of > ADM1,42.9779,36.2095,5,0,ArcGIS and GADM,> ADM1,Dual event; Contiguous ADM1s,77363,"In IRQ: Duhok, Arbil, Nineveh, Bashiqah. Location type: several locations.",nineveh,36.3667,43.15,1
1999,4273,4273096,Iraq (Northern NFZ [> ADM1]),Centroid of Northern NFZ,43.376,36.5531,5,0,ArcGIS and ESRI,> ADM1,,76644,"No Fly Zone, Northern Iraq",mosul,36.3333,43.1167,3
1999,4273,4273163,"Baghdad, Iraq","Baghdad, Iraq",44.3615,33.3128,8,0,latlong.net,Capital,,81606,,,,,
1999,4273,4273164,"Baghdad, Iraq","Baghdad, Iraq",44.3615,33.3128,8,0,latlong.net,Capital,,81606,,,,,
1999,4274,4274001,Iraq-Kuwait Border,Midpoint of shared (national) border,47.0836,29.8809,5,1,ArcGIS and cShapes,Point along a line,,86652,Iraq-Kuwait border,umm qasr,30.0167,47.9333,4
1999,4289,4289001,"Piranshahr, Iran","Piranshahr, Iran",45.1446,36.695,1,1,latlong.net,Precise location text,,76568,"Piranshahr, Iran",piranshah,35.4833,46.0167,1
1999,4292,4292001,"Azham, Iraq","Azham, Iraq",44.9443,34.055,2,1,latlong.net,Near,,80167,100 kilometers northeast of Baghdad,khanaqin,34.3167,45.3667,3
1999,4302,4302001,Guinea-Libera Border,Midpoint of shared (national) border,-9.40761,7.50678,5,1,ArcGIS and cShapes,Point along a line,,118459,Along the guinea-liberia border,salayie,7.61667,-9.48333,4
1999,4322,4322001,Unspecified,,,,-99,1,,Location unclear or unspecified,,,None,,,,7
